S1_CurrentFeedback,Machining_Process,tool_condition,group,feedrate,clamp_pressure
26.7,Layer 1 Up,worn,3,3,4.0
22.2,Layer 1 Up,worn,3,3,4.0
19.9,Layer 1 Up,worn,3,3,4.0
25.4,Layer 1 Up,worn,3,3,4.0
14.0,Layer 1 Up,worn,3,3,4.0
25.3,Layer 1 Up,worn,3,3,4.0
20.8,Layer 1 Up,worn,3,3,4.0
14.6,Layer 1 Up,worn,3,3,4.0
21.0,Layer 1 Up,worn,3,3,4.0
26.1,Layer 1 Up,worn,3,3,4.0
16.1,Layer 1 Up,worn,3,3,4.0
23.0,Layer 1 Up,worn,3,3,4.0
16.0,Layer 1 Up,worn,3,3,4.0
-0.623,Layer 1 Up,worn,3,3,4.0
0.3,Layer 1 Up,worn,3,3,4.0
1.2,Layer 1 Up,worn,3,3,4.0
23.1,Layer 1 Up,worn,3,3,4.0
24.3,Layer 1 Up,worn,3,3,4.0
15.1,Layer 1 Up,worn,3,3,4.0
31.6,Layer 1 Up,worn,3,3,4.0
21.7,Layer 1 Up,worn,3,3,4.0
20.8,Layer 1 Up,worn,3,3,4.0
29.0,Layer 1 Up,worn,3,3,4.0
17.2,Layer 1 Up,worn,3,3,4.0
15.4,Layer 1 Up,worn,3,3,4.0
26.2,Layer 1 Up,worn,3,3,4.0
21.2,Layer 1 Up,worn,3,3,4.0
21.8,Layer 1 Up,worn,3,3,4.0
24.8,Layer 1 Up,worn,3,3,4.0
24.1,Layer 1 Up,worn,3,3,4.0
16.1,Layer 1 Up,worn,3,3,4.0
21.9,Layer 1 Up,worn,3,3,4.0
24.3,Layer 1 Up,worn,3,3,4.0
15.4,Layer 1 Up,worn,3,3,4.0
26.5,Layer 1 Up,worn,3,3,4.0
18.2,Layer 1 Up,worn,3,3,4.0
23.3,Layer 1 Up,worn,3,3,4.0
18.6,Layer 1 Up,worn,3,3,4.0
23.5,Layer 1 Up,worn,3,3,4.0
20.1,Layer 1 Up,worn,3,3,4.0
24.0,Layer 1 Up,worn,3,3,4.0
21.7,Layer 1 Up,worn,3,3,4.0
23.0,Layer 1 Up,worn,3,3,4.0
15.6,Layer 1 Up,worn,3,3,4.0
23.2,Layer 1 Up,worn,3,3,4.0
25.5,Layer 1 Up,worn,3,3,4.0
21.3,Layer 1 Up,worn,3,3,4.0
21.4,Layer 1 Up,worn,3,3,4.0
24.2,Layer 1 Up,worn,3,3,4.0
12.8,Layer 1 Up,worn,3,3,4.0
17.9,Layer 1 Up,worn,3,3,4.0
23.1,Layer 1 Up,worn,3,3,4.0
14.6,Layer 1 Up,worn,3,3,4.0
25.8,Layer 1 Up,worn,3,3,4.0
18.2,Layer 1 Up,worn,3,3,4.0
20.3,Layer 1 Up,worn,3,3,4.0
17.4,Layer 1 Up,worn,3,3,4.0
16.7,Layer 1 Up,worn,3,3,4.0
25.9,Layer 1 Up,worn,3,3,4.0
19.7,Layer 1 Up,worn,3,3,4.0
17.0,Layer 1 Up,worn,3,3,4.0
26.0,Layer 1 Up,worn,3,3,4.0
22.8,Layer 1 Up,worn,3,3,4.0
20.3,Layer 1 Up,worn,3,3,4.0
26.6,Layer 1 Up,worn,3,3,4.0
17.1,Layer 1 Up,worn,3,3,4.0
22.1,Layer 1 Up,worn,3,3,4.0
18.2,Layer 1 Up,worn,3,3,4.0
18.4,Layer 1 Up,worn,3,3,4.0
23.4,Layer 1 Up,worn,3,3,4.0
23.6,Layer 1 Up,worn,3,3,4.0
20.4,Layer 1 Up,worn,3,3,4.0
21.8,Layer 1 Up,worn,3,3,4.0
23.8,Layer 1 Up,worn,3,3,4.0
19.3,Layer 1 Up,worn,3,3,4.0
21.1,Layer 1 Up,worn,3,3,4.0
16.4,Layer 1 Up,worn,3,3,4.0
17.7,Layer 1 Up,worn,3,3,4.0
20.6,Layer 1 Up,worn,3,3,4.0
25.5,Layer 1 Up,worn,3,3,4.0
26.2,Layer 1 Up,worn,3,3,4.0
24.1,Layer 1 Up,worn,3,3,4.0
22.9,Layer 1 Up,worn,3,3,4.0
24.3,Layer 1 Down,worn,3,3,4.0
30.8,Layer 1 Down,worn,3,3,4.0
15.1,Layer 1 Down,worn,3,3,4.0
29.9,Layer 1 Down,worn,3,3,4.0
25.1,Layer 1 Down,worn,3,3,4.0
19.7,Layer 1 Down,worn,3,3,4.0
19.8,Layer 1 Down,worn,3,3,4.0
16.1,Layer 1 Down,worn,3,3,4.0
26.0,Layer 1 Down,worn,3,3,4.0
17.8,Layer 1 Down,worn,3,3,4.0
17.4,Layer 1 Down,worn,3,3,4.0
28.0,Layer 1 Down,worn,3,3,4.0
16.9,Layer 1 Down,worn,3,3,4.0
18.9,Layer 1 Down,worn,3,3,4.0
22.2,Layer 1 Down,worn,3,3,4.0
22.1,Layer 1 Down,worn,3,3,4.0
26.5,Layer 1 Down,worn,3,3,4.0
16.9,Layer 1 Down,worn,3,3,4.0
17.3,Layer 1 Down,worn,3,3,4.0
21.1,Layer 1 Down,worn,3,3,4.0
21.7,Layer 1 Down,worn,3,3,4.0
22.1,Layer 1 Down,worn,3,3,4.0
19.2,Layer 1 Down,worn,3,3,4.0
21.7,Layer 1 Down,worn,3,3,4.0
14.5,Layer 1 Down,worn,3,3,4.0
18.5,Layer 1 Down,worn,3,3,4.0
0.299,Layer 1 Down,worn,3,3,4.0
-0.289,Layer 1 Down,worn,3,3,4.0
-0.289,Layer 1 Down,worn,3,3,4.0
-0.0878,Layer 1 Down,worn,3,3,4.0
-0.0878,Layer 1 Down,worn,3,3,4.0
-0.475,Layer 1 Down,worn,3,3,4.0
-0.769,Layer 1 Down,worn,3,3,4.0
-0.0879,Layer 1 Down,worn,3,3,4.0
-0.289,Layer 1 Down,worn,3,3,4.0
-0.18,Layer 1 Down,worn,3,3,4.0
12.5,Layer 1 Down,worn,3,3,4.0
25.5,Layer 1 Down,worn,3,3,4.0
20.0,Layer 1 Down,worn,3,3,4.0
15.2,Layer 1 Down,worn,3,3,4.0
26.3,Layer 1 Down,worn,3,3,4.0
15.5,Layer 1 Down,worn,3,3,4.0
30.1,Layer 1 Down,worn,3,3,4.0
19.4,Layer 1 Down,worn,3,3,4.0
25.7,Layer 1 Down,worn,3,3,4.0
19.7,Layer 1 Down,worn,3,3,4.0
15.2,Layer 1 Down,worn,3,3,4.0
20.0,Layer 1 Down,worn,3,3,4.0
19.4,Layer 1 Down,worn,3,3,4.0
14.0,Layer 1 Down,worn,3,3,4.0
22.1,Layer 1 Down,worn,3,3,4.0
17.7,Layer 1 Down,worn,3,3,4.0
15.9,Layer 1 Down,worn,3,3,4.0
24.0,Layer 1 Down,worn,3,3,4.0
18.5,Layer 1 Down,worn,3,3,4.0
22.0,Layer 1 Down,worn,3,3,4.0
27.1,Layer 1 Down,worn,3,3,4.0
20.4,Layer 1 Down,worn,3,3,4.0
13.0,Layer 1 Down,worn,3,3,4.0
29.0,Layer 1 Down,worn,3,3,4.0
18.6,Layer 1 Down,worn,3,3,4.0
21.5,Layer 1 Down,worn,3,3,4.0
28.0,Layer 1 Down,worn,3,3,4.0
18.6,Layer 1 Down,worn,3,3,4.0
18.2,Layer 1 Down,worn,3,3,4.0
26.9,Layer 1 Down,worn,3,3,4.0
24.0,Layer 1 Down,worn,3,3,4.0
21.0,Layer 1 Down,worn,3,3,4.0
15.3,Layer 1 Down,worn,3,3,4.0
23.9,Layer 1 Down,worn,3,3,4.0
16.2,Layer 1 Down,worn,3,3,4.0
19.6,Layer 1 Down,worn,3,3,4.0
25.9,Layer 1 Down,worn,3,3,4.0
16.7,Layer 1 Down,worn,3,3,4.0
16.4,Layer 1 Down,worn,3,3,4.0
19.5,Layer 1 Down,worn,3,3,4.0
24.2,Layer 1 Down,worn,3,3,4.0
20.3,Layer 1 Down,worn,3,3,4.0
19.6,Layer 1 Down,worn,3,3,4.0
24.4,Layer 1 Down,worn,3,3,4.0
16.8,Layer 1 Down,worn,3,3,4.0
21.9,Layer 1 Down,worn,3,3,4.0
22.9,Layer 1 Down,worn,3,3,4.0
13.1,Layer 1 Down,worn,3,3,4.0
22.9,Layer 1 Down,worn,3,3,4.0
20.3,Layer 1 Down,worn,3,3,4.0
21.4,Layer 1 Down,worn,3,3,4.0
25.2,Layer 1 Down,worn,3,3,4.0
19.3,Layer 1 Down,worn,3,3,4.0
14.9,Layer 1 Down,worn,3,3,4.0
18.5,Layer 1 Down,worn,3,3,4.0
19.4,Layer 1 Down,worn,3,3,4.0
24.7,Layer 1 Down,worn,3,3,4.0
15.2,Layer 1 Down,worn,3,3,4.0
23.6,Layer 1 Down,worn,3,3,4.0
21.9,Layer 1 Down,worn,3,3,4.0
15.6,Layer 1 Down,worn,3,3,4.0
26.4,Layer 1 Down,worn,3,3,4.0
16.0,Layer 1 Down,worn,3,3,4.0
17.3,Layer 1 Down,worn,3,3,4.0
23.2,Layer 1 Down,worn,3,3,4.0
22.5,Layer 1 Down,worn,3,3,4.0
19.0,Layer 1 Down,worn,3,3,4.0
27.1,Layer 1 Down,worn,3,3,4.0
19.6,Layer 1 Down,worn,3,3,4.0
20.3,Layer 1 Down,worn,3,3,4.0
27.6,Layer 1 Down,worn,3,3,4.0
18.5,Layer 1 Down,worn,3,3,4.0
21.0,Layer 1 Down,worn,3,3,4.0
20.7,Layer 1 Down,worn,3,3,4.0
27.2,Layer 1 Down,worn,3,3,4.0
21.3,Layer 1 Down,worn,3,3,4.0
19.9,Layer 1 Down,worn,3,3,4.0
21.4,Layer 1 Down,worn,3,3,4.0
21.4,Layer 1 Down,worn,3,3,4.0
26.5,Layer 1 Down,worn,3,3,4.0
21.1,Layer 1 Down,worn,3,3,4.0
23.2,Layer 1 Down,worn,3,3,4.0
14.6,Layer 1 Down,worn,3,3,4.0
24.1,Layer 1 Down,worn,3,3,4.0
17.8,Layer 1 Down,worn,3,3,4.0
21.1,Layer 1 Down,worn,3,3,4.0
20.9,Layer 1 Down,worn,3,3,4.0
14.5,Layer 1 Down,worn,3,3,4.0
21.0,Layer 1 Down,worn,3,3,4.0
24.4,Layer 1 Down,worn,3,3,4.0
13.5,Layer 1 Down,worn,3,3,4.0
24.3,Layer 1 Down,worn,3,3,4.0
19.8,Layer 1 Down,worn,3,3,4.0
18.0,Layer 1 Down,worn,3,3,4.0
25.8,Layer 1 Down,worn,3,3,4.0
15.8,Layer 1 Down,worn,3,3,4.0
24.1,Layer 1 Down,worn,3,3,4.0
19.8,Layer 1 Down,worn,3,3,4.0
16.9,Layer 1 Down,worn,3,3,4.0
25.6,Layer 1 Down,worn,3,3,4.0
16.1,Layer 1 Down,worn,3,3,4.0
21.8,Layer 1 Down,worn,3,3,4.0
24.0,Layer 1 Down,worn,3,3,4.0
15.5,Layer 1 Down,worn,3,3,4.0
21.1,Layer 1 Down,worn,3,3,4.0
22.3,Layer 1 Down,worn,3,3,4.0
24.0,Layer 1 Down,worn,3,3,4.0
16.5,Layer 1 Down,worn,3,3,4.0
27.5,Layer 1 Down,worn,3,3,4.0
18.1,Layer 1 Down,worn,3,3,4.0
17.8,Layer 1 Down,worn,3,3,4.0
28.3,Layer 1 Down,worn,3,3,4.0
16.6,Layer 1 Down,worn,3,3,4.0
19.4,Layer 1 Down,worn,3,3,4.0
21.7,Layer 1 Down,worn,3,3,4.0
21.2,Layer 1 Down,worn,3,3,4.0
24.5,Layer 1 Down,worn,3,3,4.0
15.1,Layer 1 Down,worn,3,3,4.0
26.3,Layer 1 Down,worn,3,3,4.0
19.4,Layer 1 Down,worn,3,3,4.0
20.9,Layer 1 Down,worn,3,3,4.0
25.1,Layer 1 Down,worn,3,3,4.0
19.1,Layer 1 Down,worn,3,3,4.0
19.9,Layer 1 Down,worn,3,3,4.0
21.1,Layer 1 Down,worn,3,3,4.0
26.2,Layer 1 Down,worn,3,3,4.0
21.9,Layer 1 Down,worn,3,3,4.0
27.4,Layer 1 Down,worn,3,3,4.0
19.2,Layer 1 Down,worn,3,3,4.0
14.2,Layer 1 Down,worn,3,3,4.0
15.9,Layer 1 Down,worn,3,3,4.0
24.1,Layer 1 Down,worn,3,3,4.0
16.3,Layer 1 Down,worn,3,3,4.0
20.8,Layer 1 Down,worn,3,3,4.0
19.7,Layer 1 Down,worn,3,3,4.0
15.7,Layer 1 Down,worn,3,3,4.0
22.2,Layer 1 Down,worn,3,3,4.0
22.9,Layer 1 Down,worn,3,3,4.0
18.1,Layer 1 Down,worn,3,3,4.0
28.4,Layer 1 Down,worn,3,3,4.0
19.3,Layer 1 Down,worn,3,3,4.0
16.3,Layer 1 Down,worn,3,3,4.0
27.1,Layer 1 Down,worn,3,3,4.0
17.5,Layer 1 Down,worn,3,3,4.0
23.5,Layer 1 Down,worn,3,3,4.0
26.1,Layer 1 Down,worn,3,3,4.0
18.5,Layer 1 Down,worn,3,3,4.0
19.8,Layer 1 Down,worn,3,3,4.0
25.3,Layer 1 Down,worn,3,3,4.0
20.7,Layer 1 Down,worn,3,3,4.0
22.6,Layer 1 Down,worn,3,3,4.0
23.2,Layer 1 Down,worn,3,3,4.0
16.3,Layer 1 Down,worn,3,3,4.0
27.9,Layer 1 Down,worn,3,3,4.0
20.1,Layer 1 Down,worn,3,3,4.0
16.8,Layer 1 Down,worn,3,3,4.0
27.0,Layer 1 Down,worn,3,3,4.0
18.6,Layer 1 Down,worn,3,3,4.0
18.1,Layer 1 Down,worn,3,3,4.0
20.8,Layer 1 Down,worn,3,3,4.0
23.5,Layer 1 Down,worn,3,3,4.0
22.8,Layer 1 Down,worn,3,3,4.0
20.7,Layer 1 Down,worn,3,3,4.0
22.7,Layer 1 Down,worn,3,3,4.0
14.8,Layer 1 Down,worn,3,3,4.0
20.5,Layer 1 Down,worn,3,3,4.0
26.1,Layer 1 Down,worn,3,3,4.0
22.4,Layer 1 Down,worn,3,3,4.0
24.4,Layer 1 Down,worn,3,3,4.0
24.8,Layer 1 Down,worn,3,3,4.0
16.3,Layer 1 Down,worn,3,3,4.0
29.1,Layer 1 Down,worn,3,3,4.0
22.2,Layer 1 Down,worn,3,3,4.0
15.8,Layer 1 Down,worn,3,3,4.0
27.8,Layer 1 Down,worn,3,3,4.0
19.0,Layer 1 Down,worn,3,3,4.0
25.2,Layer 1 Down,worn,3,3,4.0
23.0,Layer 1 Down,worn,3,3,4.0
21.3,Layer 1 Down,worn,3,3,4.0
21.6,Layer 1 Down,worn,3,3,4.0
21.3,Layer 1 Down,worn,3,3,4.0
20.8,Layer 1 Down,worn,3,3,4.0
24.5,Layer 1 Down,worn,3,3,4.0
18.7,Layer 1 Down,worn,3,3,4.0
26.9,Layer 1 Down,worn,3,3,4.0
17.8,Layer 1 Down,worn,3,3,4.0
21.5,Layer 1 Down,worn,3,3,4.0
26.4,Layer 1 Down,worn,3,3,4.0
26.2,Layer 1 Down,worn,3,3,4.0
20.9,Layer 1 Down,worn,3,3,4.0
22.7,Layer 1 Down,worn,3,3,4.0
24.0,Layer 1 Down,worn,3,3,4.0
16.3,Layer 1 Down,worn,3,3,4.0
29.2,Layer 1 Down,worn,3,3,4.0
19.1,Layer 1 Down,worn,3,3,4.0
16.2,Layer 1 Down,worn,3,3,4.0
27.6,Layer 1 Down,worn,3,3,4.0
20.8,Layer 1 Down,worn,3,3,4.0
16.7,Layer 1 Down,worn,3,3,4.0
19.6,Layer 1 Down,worn,3,3,4.0
26.2,Layer 1 Down,worn,3,3,4.0
17.8,Layer 1 Down,worn,3,3,4.0
13.6,Layer 1 Down,worn,3,3,4.0
20.4,Layer 1 Down,worn,3,3,4.0
22.0,Layer 1 Down,worn,3,3,4.0
19.5,Layer 1 Down,worn,3,3,4.0
23.6,Layer 1 Down,worn,3,3,4.0
16.2,Layer 1 Down,worn,3,3,4.0
15.2,Layer 1 Down,worn,3,3,4.0
22.3,Layer 1 Down,worn,3,3,4.0
15.2,Layer 1 Down,worn,3,3,4.0
20.5,Layer 1 Down,worn,3,3,4.0
22.9,Layer 1 Down,worn,3,3,4.0
13.2,Layer 1 Down,worn,3,3,4.0
16.3,Layer 1 Down,worn,3,3,4.0
28.6,Layer 1 Down,worn,3,3,4.0
19.4,Layer 1 Down,worn,3,3,4.0
15.0,Layer 1 Down,worn,3,3,4.0
17.2,Layer 1 Down,worn,3,3,4.0
18.8,Layer 1 Down,worn,3,3,4.0
24.0,Layer 1 Down,worn,3,3,4.0
14.9,Layer 1 Down,worn,3,3,4.0
20.5,Layer 1 Down,worn,3,3,4.0
21.0,Layer 1 Down,worn,3,3,4.0
15.4,Layer 1 Down,worn,3,3,4.0
26.3,Layer 1 Down,worn,3,3,4.0
19.4,Layer 1 Down,worn,3,3,4.0
15.9,Layer 1 Down,worn,3,3,4.0
26.3,Layer 1 Down,worn,3,3,4.0
15.2,Layer 1 Down,worn,3,3,4.0
20.5,Layer 1 Down,worn,3,3,4.0
17.9,Layer 1 Down,worn,3,3,4.0
20.3,Layer 1 Down,worn,3,3,4.0
23.3,Layer 1 Down,worn,3,3,4.0
19.7,Layer 1 Down,worn,3,3,4.0
20.7,Layer 1 Down,worn,3,3,4.0
20.6,Layer 2 Up,worn,3,3,4.0
21.0,Layer 2 Up,worn,3,3,4.0
20.9,Layer 2 Up,worn,3,3,4.0
17.3,Layer 2 Up,worn,3,3,4.0
27.3,Layer 2 Up,worn,3,3,4.0
18.4,Layer 2 Up,worn,3,3,4.0
17.2,Layer 2 Up,worn,3,3,4.0
26.1,Layer 2 Up,worn,3,3,4.0
14.3,Layer 2 Up,worn,3,3,4.0
20.5,Layer 2 Up,worn,3,3,4.0
14.7,Layer 2 Up,worn,3,3,4.0
28.1,Layer 2 Up,worn,3,3,4.0
19.3,Layer 2 Up,worn,3,3,4.0
15.5,Layer 2 Up,worn,3,3,4.0
26.8,Layer 2 Up,worn,3,3,4.0
17.6,Layer 2 Up,worn,3,3,4.0
23.8,Layer 2 Up,worn,3,3,4.0
25.8,Layer 2 Up,worn,3,3,4.0
18.3,Layer 2 Up,worn,3,3,4.0
19.7,Layer 2 Up,worn,3,3,4.0
21.8,Layer 2 Up,worn,3,3,4.0
21.5,Layer 2 Up,worn,3,3,4.0
14.7,Layer 2 Up,worn,3,3,4.0
20.9,Layer 2 Up,worn,3,3,4.0
22.3,Layer 2 Up,worn,3,3,4.0
14.3,Layer 2 Up,worn,3,3,4.0
24.2,Layer 2 Up,worn,3,3,4.0
18.6,Layer 2 Up,worn,3,3,4.0
19.2,Layer 2 Up,worn,3,3,4.0
26.1,Layer 2 Up,worn,3,3,4.0
0.00494,Layer 2 Up,worn,3,3,4.0
-0.181,Layer 2 Up,worn,3,3,4.0
-0.0878,Layer 2 Up,worn,3,3,4.0
-0.676,Layer 2 Up,worn,3,3,4.0
-0.382,Layer 2 Up,worn,3,3,4.0
-0.0877,Layer 2 Up,worn,3,3,4.0
-1.62,Layer 2 Up,worn,3,3,4.0
0.00496,Layer 2 Up,worn,3,3,4.0
0.00496,Layer 2 Up,worn,3,3,4.0
-0.769,Layer 2 Up,worn,3,3,4.0
25.4,Layer 2 Up,worn,3,3,4.0
16.1,Layer 2 Up,worn,3,3,4.0
16.7,Layer 2 Up,worn,3,3,4.0
28.3,Layer 2 Up,worn,3,3,4.0
18.6,Layer 2 Up,worn,3,3,4.0
17.9,Layer 2 Up,worn,3,3,4.0
22.6,Layer 2 Up,worn,3,3,4.0
12.7,Layer 2 Up,worn,3,3,4.0
24.1,Layer 2 Up,worn,3,3,4.0
20.6,Layer 2 Up,worn,3,3,4.0
29.1,Layer 2 Up,worn,3,3,4.0
19.7,Layer 2 Up,worn,3,3,4.0
17.2,Layer 2 Up,worn,3,3,4.0
25.5,Layer 2 Up,worn,3,3,4.0
17.6,Layer 2 Up,worn,3,3,4.0
27.1,Layer 2 Up,worn,3,3,4.0
21.4,Layer 2 Up,worn,3,3,4.0
17.5,Layer 2 Up,worn,3,3,4.0
24.4,Layer 2 Up,worn,3,3,4.0
19.2,Layer 2 Up,worn,3,3,4.0
25.5,Layer 2 Up,worn,3,3,4.0
21.0,Layer 2 Up,worn,3,3,4.0
0.13,Layer 2 Up,worn,3,3,4.0
0.13,Layer 2 Up,worn,3,3,4.0
0.544,Layer 2 Up,worn,3,3,4.0
0.429,Layer 2 Up,worn,3,3,4.0
0.13,Layer 2 Up,worn,3,3,4.0
0.015,Layer 2 Up,worn,3,3,4.0
0.313,Layer 2 Up,worn,3,3,4.0
0.246,Layer 2 Up,worn,3,3,4.0
0.246,Layer 2 Up,worn,3,3,4.0
0.544,Layer 2 Up,worn,3,3,4.0
0.313,Layer 2 Up,worn,3,3,4.0
19.0,Layer 2 Up,worn,3,3,4.0
15.7,Layer 2 Up,worn,3,3,4.0
15.1,Layer 2 Up,worn,3,3,4.0
20.4,Layer 2 Up,worn,3,3,4.0
21.9,Layer 2 Up,worn,3,3,4.0
15.7,Layer 2 Up,worn,3,3,4.0
25.0,Layer 2 Up,worn,3,3,4.0
18.7,Layer 2 Up,worn,3,3,4.0
17.2,Layer 2 Up,worn,3,3,4.0
27.6,Layer 2 Up,worn,3,3,4.0
15.3,Layer 2 Up,worn,3,3,4.0
26.5,Layer 2 Up,worn,3,3,4.0
19.4,Layer 2 Up,worn,3,3,4.0
26.0,Layer 2 Up,worn,3,3,4.0
11.7,Layer 2 Up,worn,3,3,4.0
29.7,Layer 2 Up,worn,3,3,4.0
20.4,Layer 2 Up,worn,3,3,4.0
14.0,Layer 2 Up,worn,3,3,4.0
28.4,Layer 2 Up,worn,3,3,4.0
18.9,Layer 2 Up,worn,3,3,4.0
21.5,Layer 2 Up,worn,3,3,4.0
20.9,Layer 2 Up,worn,3,3,4.0
20.8,Layer 2 Up,worn,3,3,4.0
22.4,Layer 2 Up,worn,3,3,4.0
15.9,Layer 2 Up,worn,3,3,4.0
21.2,Layer 2 Up,worn,3,3,4.0
20.6,Layer 2 Up,worn,3,3,4.0
27.1,Layer 2 Up,worn,3,3,4.0
21.1,Layer 2 Up,worn,3,3,4.0
19.3,Layer 2 Up,worn,3,3,4.0
23.7,Layer 2 Up,worn,3,3,4.0
27.8,Layer 2 Up,worn,3,3,4.0
21.6,Layer 2 Up,worn,3,3,4.0
20.5,Layer 2 Up,worn,3,3,4.0
26.1,Layer 2 Up,worn,3,3,4.0
12.9,Layer 2 Up,worn,3,3,4.0
26.0,Layer 2 Up,worn,3,3,4.0
23.7,Layer 2 Up,worn,3,3,4.0
16.2,Layer 2 Up,worn,3,3,4.0
15.7,Layer 2 Up,worn,3,3,4.0
19.6,Layer 2 Up,worn,3,3,4.0
-0.382,Layer 2 Up,worn,3,3,4.0
-0.769,Layer 2 Up,worn,3,3,4.0
-0.567,Layer 2 Up,worn,3,3,4.0
-0.382,Layer 2 Up,worn,3,3,4.0
-0.475,Layer 2 Up,worn,3,3,4.0
-0.769,Layer 2 Up,worn,3,3,4.0
-0.382,Layer 2 Up,worn,3,3,4.0
0.00494,Layer 2 Up,worn,3,3,4.0
-0.382,Layer 2 Up,worn,3,3,4.0
0.299,Layer 2 Up,worn,3,3,4.0
22.9,Layer 2 Up,worn,3,3,4.0
19.9,Layer 2 Up,worn,3,3,4.0
21.2,Layer 2 Up,worn,3,3,4.0
20.5,Layer 2 Up,worn,3,3,4.0
14.9,Layer 2 Up,worn,3,3,4.0
21.4,Layer 2 Up,worn,3,3,4.0
22.5,Layer 2 Up,worn,3,3,4.0
14.9,Layer 2 Up,worn,3,3,4.0
24.4,Layer 2 Up,worn,3,3,4.0
17.9,Layer 2 Up,worn,3,3,4.0
19.6,Layer 2 Up,worn,3,3,4.0
13.9,Layer 2 Up,worn,3,3,4.0
21.4,Layer 2 Up,worn,3,3,4.0
15.6,Layer 2 Up,worn,3,3,4.0
21.7,Layer 2 Up,worn,3,3,4.0
30.5,Layer 2 Up,worn,3,3,4.0
17.6,Layer 2 Up,worn,3,3,4.0
15.5,Layer 2 Up,worn,3,3,4.0
21.4,Layer 2 Up,worn,3,3,4.0
17.5,Layer 2 Up,worn,3,3,4.0
14.9,Layer 2 Up,worn,3,3,4.0
26.1,Layer 2 Up,worn,3,3,4.0
20.5,Layer 2 Up,worn,3,3,4.0
15.1,Layer 2 Up,worn,3,3,4.0
21.6,Layer 2 Up,worn,3,3,4.0
23.6,Layer 2 Up,worn,3,3,4.0
12.8,Layer 2 Up,worn,3,3,4.0
26.1,Layer 2 Up,worn,3,3,4.0
19.0,Layer 2 Up,worn,3,3,4.0
14.7,Layer 2 Up,worn,3,3,4.0
17.0,Layer 2 Up,worn,3,3,4.0
19.8,Layer 2 Up,worn,3,3,4.0
16.4,Layer 2 Up,worn,3,3,4.0
19.4,Layer 2 Up,worn,3,3,4.0
23.7,Layer 2 Up,worn,3,3,4.0
17.7,Layer 2 Up,worn,3,3,4.0
21.5,Layer 2 Up,worn,3,3,4.0
23.3,Layer 2 Up,worn,3,3,4.0
28.5,Layer 2 Up,worn,3,3,4.0
18.1,Layer 2 Up,worn,3,3,4.0
21.2,Layer 2 Up,worn,3,3,4.0
26.6,Layer 2 Up,worn,3,3,4.0
18.0,Layer 2 Up,worn,3,3,4.0
21.7,Layer 2 Up,worn,3,3,4.0
26.5,Layer 2 Up,worn,3,3,4.0
20.4,Layer 2 Up,worn,3,3,4.0
18.6,Layer 2 Up,worn,3,3,4.0
17.6,Layer 2 Up,worn,3,3,4.0
17.4,Layer 2 Up,worn,3,3,4.0
16.2,Layer 2 Up,worn,3,3,4.0
25.1,Layer 2 Up,worn,3,3,4.0
18.2,Layer 2 Up,worn,3,3,4.0
22.7,Layer 2 Up,worn,3,3,4.0
24.9,Layer 2 Up,worn,3,3,4.0
19.8,Layer 2 Up,worn,3,3,4.0
19.4,Layer 2 Up,worn,3,3,4.0
16.4,Layer 2 Up,worn,3,3,4.0
23.3,Layer 2 Up,worn,3,3,4.0
28.6,Layer 2 Up,worn,3,3,4.0
19.3,Layer 2 Up,worn,3,3,4.0
16.3,Layer 2 Up,worn,3,3,4.0
25.9,Layer 2 Up,worn,3,3,4.0
18.5,Layer 2 Up,worn,3,3,4.0
23.6,Layer 2 Up,worn,3,3,4.0
21.8,Layer 2 Up,worn,3,3,4.0
17.9,Layer 2 Up,worn,3,3,4.0
21.0,Layer 2 Up,worn,3,3,4.0
20.4,Layer 2 Up,worn,3,3,4.0
25.7,Layer 2 Up,worn,3,3,4.0
17.2,Layer 2 Up,worn,3,3,4.0
22.1,Layer 2 Up,worn,3,3,4.0
23.3,Layer 2 Up,worn,3,3,4.0
17.4,Layer 2 Up,worn,3,3,4.0
22.4,Layer 2 Down,worn,3,3,4.0
12.2,Layer 2 Down,worn,3,3,4.0
22.5,Layer 2 Down,worn,3,3,4.0
21.0,Layer 2 Down,worn,3,3,4.0
18.2,Layer 2 Down,worn,3,3,4.0
14.3,Layer 2 Down,worn,3,3,4.0
22.6,Layer 2 Down,worn,3,3,4.0
19.3,Layer 2 Down,worn,3,3,4.0
15.6,Layer 2 Down,worn,3,3,4.0
0.544,Layer 2 Down,worn,3,3,4.0
0.313,Layer 2 Down,worn,3,3,4.0
0.429,Layer 2 Down,worn,3,3,4.0
0.544,Layer 2 Down,worn,3,3,4.0
0.198,Layer 2 Down,worn,3,3,4.0
0.313,Layer 2 Down,worn,3,3,4.0
0.313,Layer 2 Down,worn,3,3,4.0
0.544,Layer 2 Down,worn,3,3,4.0
-0.331,Layer 2 Down,worn,3,3,4.0
0.13,Layer 2 Down,worn,3,3,4.0
16.3,Layer 2 Down,worn,3,3,4.0
24.0,Layer 2 Down,worn,3,3,4.0
21.6,Layer 2 Down,worn,3,3,4.0
18.0,Layer 2 Down,worn,3,3,4.0
24.0,Layer 2 Down,worn,3,3,4.0
20.6,Layer 2 Down,worn,3,3,4.0
19.8,Layer 2 Down,worn,3,3,4.0
24.9,Layer 2 Down,worn,3,3,4.0
16.1,Layer 2 Down,worn,3,3,4.0
